date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
07:26:35	19923/19923	---M--	200	added ('OK')	text/html	etag:%226b787012d4f82cccdee01f64c88c2e2f%22	https://www.hoodamath.com/games/lemonadestand.html	C:/My%20Web%20Sites/Snow%20Rider/www.hoodamath.com/games/lemonadestand.html	(from https://www.hoodamath.com/games/index.html)
07:26:35	21840/21840	---M--	200	added ('OK')	text/html	etag:%22bd8354c168bf75b0bcc3a82832f35deb%22	https://www.hoodamath.com/games/americanfootballkicks.html	C:/My%20Web%20Sites/Snow%20Rider/www.hoodamath.com/games/americanfootballkicks.html	(from https://www.hoodamath.com/games/index.html)
07:26:35	19752/19752	---M--	200	added ('OK')	text/html	etag:%226b1b853bd227dd7e183f9647b8e41a97%22	https://www.hoodamath.com/games/donutstand.html	C:/My%20Web%20Sites/Snow%20Rider/www.hoodamath.com/games/donutstand.html	(from https://www.hoodamath.com/games/index.html)
07:26:35	19702/19702	---M--	200	added ('OK')	text/html	etag:%22f31a91d5fc577777a8e850e9b12a5dad%22	https://www.hoodamath.com/games/petstand.html	C:/My%20Web%20Sites/Snow%20Rider/www.hoodamath.com/games/petstand.html	(from https://www.hoodamath.com/games/index.html)
07:26:36	19962/19962	---M--	200	added ('OK')	text/html	etag:%2217f3d3ac95e7cfda24f7aec009a7fd57%22	https://www.hoodamath.com/games/movethepin.html	C:/My%20Web%20Sites/Snow%20Rider/www.hoodamath.com/games/movethepin.html	(from https://www.hoodamath.com/games/index.html)
07:26:36	20158/20158	---M--	200	added ('OK')	text/html	etag:%2222556ddae770e6cbbb3828ba8f4e3fcd%22	https://www.hoodamath.com/games/basketgoal.html	C:/My%20Web%20Sites/Snow%20Rider/www.hoodamath.com/games/basketgoal.html	(from https://www.hoodamath.com/games/index.html)
07:26:36	19720/19720	---M--	200	added ('OK')	text/html	etag:%2215c1f5edb8a3fc506bedbe99d78d6ec8%22	https://www.hoodamath.com/games/phantomb.html	C:/My%20Web%20Sites/Snow%20Rider/www.hoodamath.com/games/phantomb.html	(from https://www.hoodamath.com/games/index.html)
07:26:36	19878/19878	---M--	200	added ('OK')	text/html	etag:%22064e77dd3ca66dc19fa6c81b9793c107%22	https://www.hoodamath.com/games/fallingcubes.html	C:/My%20Web%20Sites/Snow%20Rider/www.hoodamath.com/games/fallingcubes.html	(from https://www.hoodamath.com/games/index.html)
07:26:36	19826/19826	---M--	200	added ('OK')	text/html	etag:%225a5b14a6fd3c0effdcd5c6539e174021%22	https://www.hoodamath.com/games/flipduck.html	C:/My%20Web%20Sites/Snow%20Rider/www.hoodamath.com/games/flipduck.html	(from https://www.hoodamath.com/games/index.html)
07:26:37	19841/19841	---M--	200	added ('OK')	text/html	etag:%2280501035b9fe29d1e9d533223aa652c3%22	https://www.hoodamath.com/games/carrotcrave.html	C:/My%20Web%20Sites/Snow%20Rider/www.hoodamath.com/games/carrotcrave.html	(from https://www.hoodamath.com/games/index.html)
07:26:37	21586/21586	---M--	200	added ('OK')	text/html	etag:%22e270d1f1516e313c3d1eab5cb26c3684%22	https://www.hoodamath.com/games/shortcutrace.html	C:/My%20Web%20Sites/Snow%20Rider/www.hoodamath.com/games/shortcutrace.html	(from https://www.hoodamath.com/games/index.html)
07:26:37	20014/20014	---M--	200	added ('OK')	text/html	etag:%229339334ad3363b30fb8c2cef084b8923%22	https://www.hoodamath.com/games/spaceminer.html	C:/My%20Web%20Sites/Snow%20Rider/www.hoodamath.com/games/spaceminer.html	(from https://www.hoodamath.com/games/index.html)
07:26:37	19969/19969	---M--	200	added ('OK')	text/html	etag:%224e0fa7fbd78c3bc2065f95dc2fbdd3a5%22	https://www.hoodamath.com/games/stickninja.html	C:/My%20Web%20Sites/Snow%20Rider/www.hoodamath.com/games/stickninja.html	(from https://www.hoodamath.com/games/index.html)
07:26:38	20070/20070	---M--	200	added ('OK')	text/html	etag:%2218479d8352e79041616e6874253bc1f7%22	https://www.hoodamath.com/games/swingrobber.html	C:/My%20Web%20Sites/Snow%20Rider/www.hoodamath.com/games/swingrobber.html	(from https://www.hoodamath.com/games/index.html)
07:26:38	19955/19955	---M--	200	added ('OK')	text/html	etag:%221978b89e17f93dcfe38840c00cfd8a28%22	https://www.hoodamath.com/games/hoodastacker.html	C:/My%20Web%20Sites/Snow%20Rider/www.hoodamath.com/games/hoodastacker.html	(from https://www.hoodamath.com/games/index.html)
07:26:38	20021/20021	---M--	200	added ('OK')	text/html	etag:%22a12209bc9befddf3317fe4bd6b4cc1fc%22	https://www.hoodamath.com/games/hoodadissection.html	C:/My%20Web%20Sites/Snow%20Rider/www.hoodamath.com/games/hoodadissection.html	(from https://www.hoodamath.com/games/index.html)
07:26:38	19931/19931	---M--	200	added ('OK')	text/html	etag:%221fed956657fe9b91c22bcbe8938ca319%22	https://www.hoodamath.com/games/hoodaremover.html	C:/My%20Web%20Sites/Snow%20Rider/www.hoodamath.com/games/hoodaremover.html	(from https://www.hoodamath.com/games/index.html)
07:26:39	19851/19851	---M--	200	added ('OK')	text/html	etag:%22340b8e3d8fc65eb184345af8b08ddd91%22	https://www.hoodamath.com/games/hoodastacker2.html	C:/My%20Web%20Sites/Snow%20Rider/www.hoodamath.com/games/hoodastacker2.html	(from https://www.hoodamath.com/games/index.html)
07:26:39	19913/19913	---M--	200	added ('OK')	text/html	etag:%220320cde951b23b7cb3dcb0e17dd649fc%22	https://www.hoodamath.com/games/omitorange.html	C:/My%20Web%20Sites/Snow%20Rider/www.hoodamath.com/games/omitorange.html	(from https://www.hoodamath.com/games/index.html)
07:26:39	19984/19984	---M--	200	added ('OK')	text/html	etag:%225f8b6bc9ccef672807604eba8d85c187%22	https://www.hoodamath.com/games/omitorange2.html	C:/My%20Web%20Sites/Snow%20Rider/www.hoodamath.com/games/omitorange2.html	(from https://www.hoodamath.com/games/index.html)
07:26:39	20141/20141	---M--	200	added ('OK')	text/html	etag:%22aecfecfd22cec5aee140a539fb9e3562%22	https://www.hoodamath.com/games/feedthefigures.html	C:/My%20Web%20Sites/Snow%20Rider/www.hoodamath.com/games/feedthefigures.html	(from https://www.hoodamath.com/games/index.html)
07:26:39	20159/20159	---M--	200	added ('OK')	text/html	etag:%223ae8396cf27a0cc7114eb567fe04431e%22	https://www.hoodamath.com/games/feedthefigures2.html	C:/My%20Web%20Sites/Snow%20Rider/www.hoodamath.com/games/feedthefigures2.html	(from https://www.hoodamath.com/games/index.html)
